IttfId,PlayerName,CountryCode,Gender,Age,DOB,Handedness,Grip,HeadShot,Style
119069,Maria RONY,IND,F,28,05/21/1997 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119069_Headshot_R_Maria RONY.png,Attack
119089,YOON Hyobin,KOR,F,26,12/23/1998 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119089_HEADSHOT_R_YOON_Hyobin.png,Attack
119092,Irvin BERTRAND,FRA,M,25,02/06/2000 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119092_Headshot_R_BERTRAND_Irvin.png,Attack
119109,Camila ARGUELLES,ARG,F,35,01/22/1990 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119109_Headshot_R_ARGUELLES_Camila.png,Attack
119261,Bohdan SINKEVYCH,UKR,M,26,11/03/1998 00:00:00,Left Hand,Shakehand,,Attack
119266,Paulina KRZYSIEK,POL,F,29,08/12/1996 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119266_HEADSHOT_R_KRZYSIEK_Paulina.png,Attack
119284,CHO Seungmin,KOR,M,27,05/27/1998 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119284_Headshot_R_CHO_Seungmin (NEW).png,Attack
119285,LEE Zion,KOR,F,29,05/27/1996 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119285_HEADSHOT_R_LEE_Zion.png,Attack
119316,Horacio CIFUENTES,ARG,M,27,03/16/1998 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119316_Headshot_R_CIFUENTES_Horacio.png,Attack
119463,Nikhil KUMAR,USA,M,22,01/01/2003 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119463_Headshot_R_KUMAR_Nikhil.png,Attack
119470,Jonathan LI,USA,M,23,11/17/2001 00:00:00,Right Hand,Shakehand,,Attack
119476,Wantong LIU,USA,F,32,06/30/1993 00:00:00,,,,Attack
119529,FAN Siqi,CHN,F,27,02/28/1998 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/HEADSHOT_R_FAN_Siqi.png,Attack
119532,YU Ziyang,CHN,M,27,05/23/1998 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119532_Headshot_R_YU_Ziyang.png,Attack
119533,ZHOU Qihao,CHN,M,28,01/12/1997 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119533_Headshot_R_ZHOU_Qihao.png,Attack
119535,Ms. NAINA,IND,F,25,03/22/2000 00:00:00,Right Hand,Shakehand,,Attack
119537,Ayhika MUKHERJEE,IND,F,28,06/10/1997 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119537_HEADSHOT_R_MUKHERJEE_Ayhika.png,Attack
119542,Sakura MORI,JPN,F,29,04/17/1996 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119542_Headshot_R_MORI_Sakura.png,Attack
119545,Aiya ALIMBAYEVA,KAZ,F,28,10/17/1996 00:00:00,Right Hand,Shakehand,,Attack
119546,Erik RAITER,KAZ,M,29,07/25/1996 00:00:00,,,,Attack
119565,LIAO Cheng-Ting,TPE,M,29,02/12/1996 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119565_Headshot_R_LIAO_Cheng_Ting.png,Attack
119579,Filip RADOVIC,MNE,M,25,07/08/2000 00:00:00,Right Hand,Shakehand,,Attack
119584,Batuhan ULUCAK,TUR,M,27,10/05/1998 00:00:00,Left Hand,Shakehand,,Attack
119585,Abdullah YIGENLER,TUR,M,26,04/08/1999 00:00:00,Right Hand,Shakehand,,Attack
119588,LIANG Jingkun,CHN,M,28,10/20/1996 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119588_Headshot_R_LIANG_Jingkun.png,Attack
119676,JI Eunchae,KOR,F,28,11/04/1996 00:00:00,Left Hand,Shakehand,,Attack
119694,SEO Jungwon,KOR,M,30,03/21/1995 00:00:00,,,,Attack
119730,HE Zhuojia,CHN,F,26,10/25/1998 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119730_Headshot_R_HE_Zhuojia.png,Attack
119746,KIM Byeolnim,KOR,F,29,11/25/1995 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119746_Headshot_R_KIM_Byeolnim.png,Attack
119749,HUANG Yu-Chiao,TPE,F,29,02/18/1996 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119749_Headshot_R_HUANG Yu-Chiao.png,Attack
119794,Yuto KIZUKURI,JPN,M,25,10/22/1999 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119794_Headshot_R_KIZUKURI_Yuto.png,Attack
119797,QIAN Tianyi,CHN,F,25,01/23/2000 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119797_Headshot_R_QIAN_Tianyi.png,Attack
119813,ZHANG Yudong,CHN,M,28,01/11/1997 00:00:00,Right Hand,Shakehand,,Attack
119850,KIM Daewoo,KOR,M,26,05/14/1999 00:00:00,Right Hand,Shakehand,,Attack
119873,SUN Chia-Hung,TPE,M,29,09/30/1996 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119873_Headshot_R_SUN_Chia-Hung.png,Attack
119877,PENG Wang-Wei,TPE,M,29,09/14/1996 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119877_Headshot_R_PENG_Wang-Wei.png,Attack
119928,Binesh KHANIYA,NEP,M,32,09/23/1993 00:00:00,Left Hand,Shakehand,,Attack
119945,Xavier DIXON,AUS,M,26,05/05/1999 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/119945_HEADSHOT_R_DIXON_Xavier.png,Attack
120020,Abir HAJ SALAH,TUN,F,25,08/06/2000 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120020_Headshot_R_HAJ_SALAH_Abir.png,Attack
120026,Joshua OLADIRAN,NGR,M,27,10/04/1998 00:00:00,Right Hand,Shakehand,,Attack
120051,Maria TSAPTSINOS,ENG,F,28,07/21/1997 00:00:00,Right Hand,Shakehand,,Attack
120052,Carlos CABALLERO,ESP,M,28,07/16/1997 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120052_Headshot_R_CABALLERO_Carlos.png,Attack
120074,Luka MLADENOVIC,LUX,M,26,12/26/1998 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120074_Headshot_R_MLADENOVIC_Luka.png,Attack
120108,Lucie GAUTHIER,FRA,F,25,02/17/2000 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120108_Headshot_R_GAUTHIER_Lucie.png,Attack
120112,Leili MOSTAFAVI,FRA,F,25,03/08/2000 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120112_Headshot_R_MOSTAFAVI_Leili.png,Attack
120125,Filippa BERGAND,SWE,F,26,03/11/1999 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120125_Headshot_R_Filippa BERGAND.png,Attack
120154,Marek BADOWSKI,POL,M,28,06/23/1997 00:00:00,Right Hand,Shakehand,,Attack
120157,Tilen CVETKO,SLO,M,26,08/11/1999 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120157_Headshot_R_CVETKO_Tilen.png,Attack
120158,Damjan ZELKO,SLO,M,27,07/20/1998 00:00:00,Left Hand,Shakehand,,Attack
120162,Peter HRIBAR,SLO,M,25,11/12/1999 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120162_Headshot_R_HRIBAR_Peter.png,Attack
120167,Ziver GUNDUZ,TUR,M,27,10/18/1997 00:00:00,Right Hand,Shakehand,,Attack
120168,Ibrahim GUNDUZ,TUR,M,27,10/18/1997 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120168_Headshot_R_Ibrahim GUNDUZ.png,Attack
120185,Dragana VIGNJEVIC,SRB,F,26,07/12/1999 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120185_Headshot_R_VIGNJEVIC_Dragana.png,Attack
120187,Izabela LUPULESKU,SRB,F,25,11/07/1999 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120187_Headshot_R_ LUPULESKU_Izabela.png,Attack
120224,Rares SIPOS,ROU,M,24,10/11/2000 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120224_Headshot_R_SIPOS_Rares.png,Attack
120267,Jiri MARTINKO,CZE,M,25,10/13/1999 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120267_Headshot_R_MARTINKO_Jiri.png,Attack
120281,Tomas KOLDAS,CZE,M,24,12/13/2000 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120281_HEADSHOT_R_KOLDAS_Tomas.png,Attack
120285,Carlo ROSSI,ITA,M,24,07/25/2001 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120285_Headshot_R_ROSSI_Carlo.png,Attack
120287,Matteo MUTTI,ITA,M,24,11/21/2000 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120287_HEADSHOT_R_MUTTI_Matteo.png,Attack
120292,Natalia GRIGELOVA,SVK,F,25,03/12/2000 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120292_Headshot_R_GRIGELOVA_Natalia.png,Attack
120294,Gaia MONFARDINI,ITA,F,24,01/03/2001 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120294_Headshot_R_MONFARDINI_Gaia.png,Attack
120300,David SERDAROGLU,AUT,M,29,12/30/1995 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120300_Headshot_R_SERDAROGLU_David.png,Attack
120318,POH Ethan,SGP,M,26,02/05/1999 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120318_Headshot_R_POH_Shao_Feng_Ethan.png,Attack
120560,Nadezhda BOGDANOVA,AIN,F,25,06/22/2000 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120560_Headshot_R_BOGDANOVA_Nadezhda.png,Attack
120643,Sajad HOSSEINI,IRI,M,30,05/01/1995 00:00:00,Right Hand,Shakehand,,Attack
120649,Bassel HARB,LBN,M,29,02/17/1996 00:00:00,,,,Attack
120650,Ghaleb FAHES,LBN,M,25,02/29/2000 00:00:00,,,,Attack
120674,Alex NAUMI,FIN,M,24,04/27/2001 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120674_Headshot_R_NAUMI_Alex.png,Attack
120696,Kelsey AMOR,NZL,M,28,03/19/1997 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120696_HEADSHOT_R_AMOR_Kelsey.png,Attack
120698,Alfred DELA PENA,NZL,M,26,09/06/1999 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120698_HEADSHOT_R_DELA PENA_Alfred.png,Attack
120719,Isabel ALBINO,ANG,F,27,08/07/1998 00:00:00,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120719_Headshot_R_Isabel ALBINO.png,Attack
120725,Marwa ALHODABY,EGY,F,25,04/05/2000 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120725_HEADSHOT_R_ALHODABY_Marwa.png,Attack
120726,Mariam ALHODABY,EGY,F,25,04/05/2000 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120726_Headshot_R_ALHODABY_Mariam.png,Attack
120742,Abdelbasset CHAICHI,ALG,M,23,01/29/2002 00:00:00,Right Hand,Shakehand,,Attack
120750,Malissa NASRI,ALG,F,23,10/20/2001 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120750_Headshot_R_Malissa NASRI.png,Attack
120765,Eric THILLEN,LUX,M,25,05/17/2000 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120765_Headshot_R_THILLEN_Eric.png,Attack
120777,Lisa LUNG,BEL,F,26,06/29/1999 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120777_Headshot_R_ LUNG_Lisa.png,Attack
120791,Tevia SAPIRE,RSA,M,30,12/13/1994 00:00:00,,,,Attack
120795,Jade SASMAN,RSA,F,27,02/12/1998 00:00:00,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120795_HEADSHOT_R_SASMAN_Jade.png,Attack
120845,KANG Dongsoo,KOR,M,31,03/14/1994 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120845_HEADSHOT_R_KANG_Dongsoo.png,Defence
120850,Mizuki OIKAWA,JPN,M,28,06/26/1997 00:00:00,Right Hand,Shakehand,,Attack
120851,Yuma TSUBOI,JPN,M,28,02/24/1997 00:00:00,Left Hand,Shakehand,,Attack
120857,Florian BOURRASSAUD,FRA,M,25,03/22/2000 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120857_Headshot_R_BOURRASSAUD_Florian.png,Attack
120872,Joan MASIP,ESP,M,26,09/29/1999 00:00:00,Right Hand,Shakehand,,Attack
120885,Salako OLUYOMI,NGR,M,56,01/20/1969 00:00:00,Right Hand,Shakehand,,Defence
120896,Emiliano RIOFRIO,ECU,M,27,07/02/1998 00:00:00,Left Hand,Shakehand,,Attack
120929,Chayaduj MAUNGWHAN,THA,M,27,09/27/1998 00:00:00,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120929_HEADSHOT_R_MAUNGWHAN_Chayaduj.png,Attack
120972,Orawan PARANANG,THA,F,28,09/07/1997 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/120972_Headshot_R_PARANANG_Orawan.png,Attack
120979,Rebekka CARLSEN,NOR,F,26,09/01/1999 00:00:00,Left Hand,Shakehand,,Attack
121031,Samuel KULCZYCKI,POL,M,23,08/09/2002 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121031_Headshot_R_KULCZYCKI_Samuel.png,Attack
121040,Anna WEGRZYN,POL,F,24,01/09/2001 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121040_HEADSHOT_R_WEGRYZN_Anna.png,Attack
121041,Katarzyna WEGRZYN,POL,F,24,01/09/2001 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121041HEADSHOT_R_WEGRYZN_Katarzyna.png,Attack
121042,Cristian PLETEA,ROU,M,25,05/28/2000 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121042_Headshot_R_ PLETEA_Cristian.png,Attack
121073,Federico GIARDI,SMR,M,25,11/19/1999 00:00:00,Right Hand,Shakehand,,Attack
121074,Sabina SURJAN,SRB,F,25,04/10/2000 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121074_Headshot_R_SURJAN_Sabina.png,Attack
121097,Matthew LEHMANN,CAN,M,27,12/18/1997 00:00:00,Left Hand,Shakehand,,Attack
121103,Angela GUAN,USA,F,27,07/13/1998 00:00:00,Right Hand,Shakehand,,Defence
121106,Esther ACKERMAN,USA,F,24,08/31/2001 00:00:00,Right Hand,Shakehand,,Attack
121178,Gal ALGUETTI,USA,M,24,05/14/2001 00:00:00,Right Hand,Shakehand,,Attack
121179,Sharon ALGUETTI,USA,M,24,05/14/2001 00:00:00,Right Hand,Shakehand,,Attack
121222,Jishan LIANG,USA,M,33,11/08/1991 00:00:00,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121222_HEADSHOT_R_LIANG_Jishan.png,Attack
121226,Dan LIU,USA,M,33,07/17/1992 00:00:00,,,,Attack
121249,Joanna SUNG,USA,F,21,07/09/2004 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121249_Headshot_R_SUNG_Joanna.png,Attack
121250,Rachel SUNG,USA,F,21,07/09/2004 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121250_Headshot_R_SUNG_Rachel.png,Attack
121257,Yutian WANG,USA,M,32,01/26/1993 00:00:00,,,,Attack
121401,Jieni SHAO,POR,F,31,01/25/1994 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121401_Headshot_R_SHAO_Jieni.png,Attack
121403,CHEN Xingtong,CHN,F,28,05/27/1997 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121403_Headshot_R_CHEN_Xingtong.png,Attack
121404,FAN Zhendong,CHN,M,28,01/22/1997 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121404_Headshot_R_FAN_Zhendong.png,Attack
121408,LIU Dingshuo,CHN,M,27,01/13/1998 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121408_Headshot_R_LIU_Dingshuo.png,Attack
121411,WANG Manyu,CHN,F,26,02/09/1999 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121411_Headshot_R_WANG_Manyu.png,Attack
121412,XUE Fei,CHN,M,26,02/10/1999 00:00:00,Right Hand,Penhold,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121412_Headshot_R_XUE_Fei.png,Attack
121416,Vladislav ZAKHAROV,KAZ,M,27,10/31/1997 00:00:00,,,,Attack
121420,Turki ALMUTAIRI,KSA,M,24,07/05/2001 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121420_HEADSHOT_R_ALMUTAIRI_Turki.png,Attack
121474,LEONG Chee Feng,MAS,M,27,02/25/1998 00:00:00,Right Hand,Shakehand,,Attack
121481,Sarun YINGYUENYONG,THA,M,29,03/11/1996 00:00:00,,,,Attack
121514,AN Jaehyun,KOR,M,25,12/25/1999 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121514_Headshot_R_AN Jaehyun.png,Attack
121523,SIM Hyunju,KOR,F,25,11/15/1999 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121523_Headshot_R_SIM_Hyunju.png,Attack
121546,Tiago LI,POR,M,23,06/04/2002 00:00:00,Right Hand,Shakehand,,Attack
121558,WANG Chuqin,CHN,M,25,05/11/2000 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121558_Headshot_R_WANG_Chuqin.png,Attack
121565,HWANG Minha,KOR,M,26,03/31/1999 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121565_Headshot_R_HWANG_Minha.png,Attack
121577,LI Hsin-Yang,TPE,M,25,01/15/2000 00:00:00,Right Hand,Shakehand,,Attack
121582,LIN Yun-Ju,TPE,M,24,08/17/2001 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121582_Headshot_R_LIN_Yun_Ju.png,Attack
121588,YANG Tzu-Yi,TPE,M,28,11/13/1996 00:00:00,Right Hand,Shakehand,,Attack
121591,LIU Yebo,CHN,M,24,04/08/2001 00:00:00,Left Hand,Shakehand,,Attack
121623,Bruna TAKAHASHI,BRA,F,25,07/19/2000 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121623_Headshot_R_TAKAHASHI_Bruna.png,Attack
121684,Tom JARVIS,ENG,M,25,12/02/1999 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121684_Headshot_R_JARVIS_Tom.png,Attack
121687,Antoine DOYEN,POR,M,24,07/01/2001 00:00:00,Right Hand,Shakehand,,Attack
121688,Oceane GUISNEL,FRA,F,27,04/09/1998 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121688_Headshot_R_GUISNEL_Oceane.png,Attack
121690,Vincent PICARD,FRA,M,24,07/11/2001 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121690_Headshot_R_PICARD_Vincent.png,Attack
121693,Ioannis SGOUROPOULOS,GRE,M,25,05/08/2000 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121693_HEADSHOT_R_SGOUROPOULOS_Loannis.png,Attack
121708,Tijana JOKIC,SRB,F,25,05/28/2000 00:00:00,Right Hand,Shakehand,,Attack
121722,Aboubaker BOURASS,TUN,M,24,01/10/2001 00:00:00,Right Hand,Shakehand,,Attack
121881,Daria TRIGOLOS,AIN,F,26,07/17/1999 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121881_Headshot_R_TRIGOLOS_Daria.png,Attack
121882,Klara CAKOL,CRO,F,27,08/07/1998 00:00:00,Right Hand,Shakehand,,Attack
121883,Marketa SEVCIKOVA,CZE,F,27,07/17/1998 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121883_HEADSHOT_R_SEVCIKOVA_Marketa.png,Defence
121884,Nikita PETROVOVA,CZE,F,26,09/26/1999 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121884_Headshot_R_PETROVOVA_Nikita.png,Attack
121890,Ema LABOSOVA,SVK,F,24,03/07/2001 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121890_Headshot_R_LABOSOVA_Ema.png,Attack
121935,Naeim NOBAKHT,IRI,M,28,11/16/1996 00:00:00,,,,Attack
121939,Hamid SHAMS,IRI,M,25,09/17/2000 00:00:00,Right Hand,Shakehand,,Attack
121940,Navid SHAMS,IRI,M,20,07/29/2005 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121940_Headshot_R_SHAMS_Navid.png,Attack
121953,Nelson VILLANUEVA,VEN,M,43,08/29/1982 00:00:00,Right Hand,Shakehand,,Attack
121959,Mahshid ASHTARI,IRI,F,25,09/20/2000 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121959_Headshot_R_ASHTARI_Mahshid.png,Defence
121961,Maryam FAREI,IRI,F,24,03/31/2001 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/121961_Headshot_R_FAREI_Maryam.png,Attack
121997,Malak KHOURY,LBN,F,26,12/02/1998 00:00:00,,,,Attack
122001,Laurens DEVOS,BEL,M,25,08/15/2000 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/122001_Headshot_R_DEVOS_Lauren.png,Attack
122002,Lilian BARDET,FRA,M,24,01/03/2001 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/122002_HEADSHOT_R_BARDET_Lilian.png,Attack
122052,LEE Eunhye,KOR,F,30,05/02/1995 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/122052_HEADSHOT_R_LEE_Eunhye.png,Attack
122053,Zihni SAHIN,TUR,M,26,01/27/1999 00:00:00,Left Hand,Shakehand,,Attack
122054,Gul Pembe OZKAYA,TUR,F,25,01/01/2000 00:00:00,Right Hand,Shakehand,,Attack
122064,Maciej KOLODZIEJCZYK,AUT,M,24,01/14/2001 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/122064_Headshot_R_KOLODZIEJCZYK_Maciej.png,Attack
122067,Antonino AMATO,ITA,M,26,10/01/1999 00:00:00,Right Hand,Shakehand,,Attack
122078,Tommaso GIOVANNETTI,ITA,M,22,03/28/2003 00:00:00,Right Hand,Shakehand,,Attack
122082,Jamila LAURENTI,ITA,F,22,11/24/2002 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/122082_Headshot_R_LAURENTI_Jamila.png,Attack
122086,Andrea PUPPO,ITA,M,22,02/20/2003 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/122086_Headshot_R_Andrea PUPPO.png,Attack
122095,Bastien REMBERT,FRA,M,25,05/31/2000 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/122095_Headshot_R_REMBERT_Bastien.png,Attack
122122,Callum EVANS,WAL,M,27,06/15/1998 00:00:00,Right Hand,Shakehand,,Attack
122151,Youssef BEN ATTIA,TUN,M,23,06/23/2002 00:00:00,Right Hand,Shakehand,,Attack
122153,Islam OUNAEIS,TUN,F,23,08/08/2002 00:00:00,Right Hand,Shakehand,,Attack
122155,Youssef ABID,TUN,M,21,09/20/2004 00:00:00,Left Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/122155_Headshot_R_ABID_Youssef.png,Attack
122165,Jordan WYKES,JEY,M,25,10/29/1999 00:00:00,Right Hand,Shakehand,,Attack
122179,Ghassan AL GHASSANI,OMA,M,33,07/29/1992 00:00:00,,,,Attack
122193,Esther ORIBAMISE,NGR,F,23,11/27/2001 00:00:00,Left Hand,Shakehand,,Attack
122195,Abosede ODUSANYA,NGR,F,28,07/11/1997 00:00:00,Right Hand,Shakehand,,Defence
122197,Onyinyechi MBAH,NGR,F,27,02/01/1998 00:00:00,Right Hand,Shakehand,,Defence
122225,Martin BENTANCOR,ARG,M,25,06/02/2000 00:00:00,Right Hand,Shakehand,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/122225_Headshot_R_BENTANCOR_Martin.png,Attack
