,IttfId,PlayerName,PlayerGivenName,PlayerFamilyName,PlayerFamilyNameFirst,CountryCode,CountryName,NationalityCode,NationalityName,OrganizationCode,OrganizationName,Gender,Age,DOB,Handedness,Grip,Style,EquipmentSponsor,BladeType,RacketColoringA,RacketColoringB,RacketCoveringA,RacketCoveringB,ActiveSince,EarningsCareer,EarningsYTD,LastMatch,NextMatch,HeadShot,Bio,HeadshotR,HeadshotL
125,113681,Ibrahima DIAW,Ibrahima,DIAW,DIAW Ibrahima,SEN,Senegal,SEN,Senegal,SEN,SENEGAL,M,33,07/09/1992 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113681_HEADSHOT_R_DIAW_Ibrahima.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/113681_HEADSHOT_R_DIAW_Ibrahima.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/113681_HEADSHOT_L_DIAW_Ibrahima.png
126,113689,Alexandre ROBINOT,Alexandre,ROBINOT,ROBINOT Alexandre,FRA,France,FRA,France,FRA,FRANCE,M,30,10/03/1995 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113689_Headshot_R_ROBINOT_Alexandre.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/113689_Headshot_R_ROBINOT_Alexandre.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/113689_Headshot_L_ROBINOT_Alexandre.png
127,113701,Britt EERLAND,Britt,EERLAND,EERLAND Britt,NED,Netherlands,NED,Netherlands,NED,NETHERLANDS,F,31,02/22/1994 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113701_Headshot_R_EERLAND_Britt.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/113701_Headshot_R_EERLAND_Britt.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/113701_Headshot_L_EERLAND_Britt.png
128,113711,Irina CIOBANU,Irina,CIOBANU,CIOBANU Irina,ROU,Romania,ROU,Romania,ROU,ROMANIA,F,30,08/05/1995 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113711_Headshot_R_CIOBANU_Irina.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/113711_Headshot_R_CIOBANU_Irina.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/113711_Headshot_L_CIOBANU_Irina.png
129,113908,Yousra HELMY,Yousra,HELMY,HELMY Yousra,EGY,Egypt,EGY,Egypt,EGY,EGYPT,F,29,12/03/1995 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113908_Headshot_R_HELMY_Yousra.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/113908_Headshot_R_HELMY_Yousra.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/113908_Headshot_L_HELMY_Yousra.png
130,113931,Jakub DYJAS,Jakub,DYJAS,DYJAS Jakub,POL,Poland,POL,Poland,POL,POLAND,M,29,10/09/1995 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113931_Headshot_R_DYJAS_Jakub.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/113931_Headshot_R_DYJAS_Jakub.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/113931_Headshot_L_DYJAS_Jakub.png
131,113944,Lea RAKOVAC,Lea,RAKOVAC,RAKOVAC Lea,CRO,Croatia,CRO,Croatia,CRO,CROATIA,F,29,03/03/1996 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113944_HEADSHOT_R_RAKOVAC_Lea.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/113944_HEADSHOT_R_RAKOVAC_Lea.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/113944_HEADSHOT_L_RAKOVAC_Lea.png
132,114105,CHEN Szu-Yu,Szu-Yu,CHEN,CHEN Szu-Yu,TPE,Chinese Taipei,TPE,Chinese Taipei,TPE,CHINESE TAIPEI,F,32,08/01/1993 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/114105_Headshot_R_CHEN_Szu_Yu.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114105_Headshot_R_CHEN_Szu_Yu.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114105_Headshot_L_CHEN_Szu_Yu.png
133,114247,Eugene WANG,Eugene,WANG,WANG Eugene,CAN,Canada,CAN,Canada,CAN,CANADA,M,39,11/13/1985 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/114247_Headshot_R_WANG_Eugene.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114247_Headshot_R_WANG_Eugene.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114247_Headshot_L_WANG_Eugene.png
134,114410,Elias RANEFUR,Elias,RANEFUR,RANEFUR Elias,SWE,Sweden,SWE,Sweden,SWE,SWEDEN,M,29,06/29/1996 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/114410_HEADSHOT_R_RANEFUR_Elias.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114410_HEADSHOT_R_RANEFUR_Elias.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114410_HEADSHOT_L_RANEFUR_Elias.png
135,114457,Saheed IDOWU,Saheed,IDOWU,IDOWU Saheed,CGO,Congo Brazzaville,CGO,Congo Brazzaville,CGO,CONGO BRAZZAVILLE,M,35,01/03/1990 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,,,,
136,114460,Heming HU,Heming,HU,HU Heming,AUS,Australia,AUS,Australia,AUS,AUSTRALIA,M,31,03/21/1994 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,,,,
137,114706,CHENG Hsien-Tzu,Hsien-Tzu,CHENG,CHENG Hsien-Tzu,TPE,Chinese Taipei,TPE,Chinese Taipei,TPE,CHINESE TAIPEI,F,32,04/18/1993 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/114706_Headshot_R_CHENG_Hsien-Tzu.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114706_Headshot_R_CHENG_Hsien-Tzu.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114706_Headshot_L_CHENG_Hsien-Tzu.png
138,114709,Florent LAMBIET,Florent,LAMBIET,LAMBIET Florent,BEL,Belgium,BEL,Belgium,BEL,BELGIUM,M,29,12/22/1995 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/114709_Headshot_R_LAMBIET_Floren.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114709_Headshot_R_LAMBIET_Floren.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114709_Headshot_L_LAMBIET_Floren.png
139,114715,Dang QIU,Dang,QIU,QIU Dang,GER,Germany,GER,Germany,GER,GERMANY,M,28,10/29/1996 00:00:00,Right Hand,Penhold,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/114715_Headshot_R_QIU_Dang.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114715_Headshot_R_QIU_Dang.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114715_Headshot_L_QIU_Dang.png
140,114716,Nandor ECSEKI,Nandor,ECSEKI,ECSEKI Nandor,HUN,Hungary,HUN,Hungary,HUN,Hungary,M,28,10/13/1996 00:00:00,Left Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/114716_Headshot_R_ECSEKI_Nandor.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114716_Headshot_R_ECSEKI_Nandor.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114716_Headshot_L_ECSEKI_Nandor.png
141,114717,Adam SZUDI,Adam,SZUDI,SZUDI Adam,HUN,Hungary,HUN,Hungary,HUN,Hungary,M,29,01/29/1996 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/114717_Headshot_R_SZUDI_Adam.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114717_Headshot_R_SZUDI_Adam.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114717_Headshot_L_SZUDI_Adam.png
142,114718,Samuel WALKER,Samuel,WALKER,WALKER Samuel,ENG,England,ENG,England,ENG,ENGLAND,M,30,05/07/1995 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/114718_Headshot_R_ WALKER_Samuel.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114718_Headshot_R_ WALKER_Samuel.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114718_Headshot_L_ WALKER_Samuel.png
143,114726,Nina MITTELHAM,Nina,MITTELHAM,MITTELHAM Nina,GER,Germany,GER,Germany,GER,GERMANY,F,28,11/23/1996 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/114726_Headshot_R_ MITTELHAM_Nina.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114726_Headshot_R_ MITTELHAM_Nina.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114726_Headshot_L_ MITTELHAM_Nina.png
144,114848,Martin ALLEGRO,Martin,ALLEGRO,ALLEGRO Martin,BEL,Belgium,BEL,Belgium,BEL,BELGIUM,M,29,04/29/1996 00:00:00,Left Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/114848_Headshot_R_ALLEGRO_Martin.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114848_Headshot_R_ALLEGRO_Martin.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114848_Headshot_L_ALLEGRO_Martin.png
145,114856,Andrea LANDRIEU,Andrea,LANDRIEU,LANDRIEU Andrea,FRA,France,FRA,France,FRA,FRANCE,M,29,01/16/1996 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,,,,
146,114860,Bence MAJOROS,Bence,MAJOROS,MAJOROS Bence,HUN,Hungary,HUN,Hungary,HUN,Hungary,M,28,07/28/1997 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/114860_Headshot_R_MAJOROS_Bence.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114860_Headshot_R_MAJOROS_Bence.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114860_Headshot_L_MAJOROS_Bence.png
147,114905,Linda BERGSTROM,Linda,BERGSTROM,BERGSTROM Linda,SWE,Sweden,SWE,Sweden,SWE,SWEDEN,F,30,01/12/1995 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/114905_Headshot_R_Linda BERGSTROM.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114905_Headshot_R_Linda BERGSTROM.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114905_Headshot_L_Linda BERGSTROM.png
148,114936,JANG Woojin,Woojin,JANG,JANG Woojin,KOR,Korea Republic,KOR,Korea Republic,KOR,KOREA REPUBLIC,M,30,09/10/1995 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/114936_Headshot_R_JANG_Woojin.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114936_Headshot_R_JANG_Woojin.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/114936_Headshot_L_JANG_Woojin.png
149,115000,Brian AFANADOR,Brian,AFANADOR,AFANADOR Brian,PUR,Puerto Rico,PUR,Puerto Rico,PUR,PUERTO RICO,M,28,03/06/1997 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115000_Headshot_R_AFANADOR_Brian.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115000_Headshot_R_AFANADOR_Brian.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115000_Headshot_L_AFANADOR_Brian.png
150,115009,Adriana DIAZ,Adriana,DIAZ,DIAZ Adriana,PUR,Puerto Rico,PUR,Puerto Rico,PUR,PUERTO RICO,F,24,10/31/2000 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115009_HEADSHOT_R_Adriana_DIAZ.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115009_HEADSHOT_R_Adriana_DIAZ.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115009_HEADSHOT_L_Adriana_DIAZ.png
151,115029,Anders LIND,Anders,LIND,LIND Anders,DEN,Denmark,DEN,Denmark,DEN,DENMARK,M,26,12/14/1998 00:00:00,Left Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115029_HEADSHOT_R_Anders_LIND.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115029_HEADSHOT_R_Anders_LIND.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115029_HEADSHOT_L_Anders_LIND.png
152,115037,SOO Wai Yam,Wai Yam,SOO,SOO Wai Yam,HKG,"Hong Kong, China",HKG,"Hong Kong, China",HKG,"HONG KONG, CHINA",F,27,04/13/1998 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115037_Headshot_R_SOO_Wai_Yam_Minnie.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115037_Headshot_R_SOO_Wai_Yam_Minnie.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115037_Headshot_L_SOO_Wai_Yam_Minnie.png
153,115063,Simon BERGLUND,Simon,BERGLUND,BERGLUND Simon,SWE,Sweden,SWE,Sweden,SWE,SWEDEN,M,27,11/26/1997 00:00:00,Left Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115063_HEADSHOT_R_BERGLUND_Simon.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115063_HEADSHOT_R_BERGLUND_Simon.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115063_HEADSHOT_L_BERGLUND_Simon.png
154,115118,Abdulaziz BU SHULAYBI,Abdulaziz BU,SHULAYBI,SHULAYBI Abdulaziz BU,KSA,Saudi Arabia,KSA,Saudi Arabia,KSA,SAUDI ARABIA,M,28,03/16/1997 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115118_HEADSHOT_R_BU SHULAYBI_Abdulaziz.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115118_HEADSHOT_R_BU SHULAYBI_Abdulaziz.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115118_HEADSHOT_L_BU SHULAYBI_Abdulaziz.png
155,115396,Joao GERALDO,Joao,GERALDO,GERALDO Joao,POR,Portugal,POR,Portugal,POR,PORTUGAL,M,30,09/29/1995 00:00:00,Left Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115396_Headshot_R_GERALDO_Joao.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115396_Headshot_R_GERALDO_Joao.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115396_Headshot_L_GERALDO_Joao.png
156,115402,Sofia-Xuan ZHANG,Sofia-Xuan,ZHANG,ZHANG Sofia-Xuan,ESP,Spain,ESP,Spain,ESP,SPAIN,F,26,09/14/1999 00:00:00,Left Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115402_Headshot_R_ ZHANG_Sofia-Xuan.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115402_Headshot_R_ ZHANG_Sofia-Xuan.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115402_Headshot_L_ ZHANG_Sofia-Xuan.png
157,115413,Giorgia PICCOLIN,Giorgia,PICCOLIN,PICCOLIN Giorgia,ITA,Italy,ITA,Italy,ITA,ITALY,F,29,01/15/1996 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115413_Headshot_R_PICCOLIN_Giorgia.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115413_Headshot_R_PICCOLIN_Giorgia.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115413_Headshot_L_PICCOLIN_Giorgia.png
158,115430,Tin-Tin HO,Tin-Tin,HO,HO Tin-Tin,ENG,England,ENG,England,ENG,ENGLAND,F,27,09/03/1998 00:00:00,Right Hand,Penhold,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115430_Headshot_R_ HO_Tin-Tin.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115430_Headshot_R_ HO_Tin-Tin.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115430_Headshot_L_ HO_Tin-Tin.png
159,115449,Andreas LEVENKO,Andreas,LEVENKO,LEVENKO Andreas,AUT,Austria,AUT,Austria,AUT,AUSTRIA,M,27,07/17/1998 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115449_Headshot_R_LEVENKO_Andreas.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115449_Headshot_R_LEVENKO_Andreas.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115449_Headshot_L_LEVENKO_Andreas.png
160,115454,Natalia BAJOR,Natalia,BAJOR,BAJOR Natalia,POL,Poland,POL,Poland,POL,POLAND,F,28,03/07/1997 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115454_Headshot_R_BAJOR_Natalia.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115454_Headshot_R_BAJOR_Natalia.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115454_Headshot_L_BAJOR_Natalia.png
161,115543,DOO Hoi Kem,Hoi Kem,DOO,DOO Hoi Kem,HKG,"Hong Kong, China",HKG,"Hong Kong, China",HKG,"HONG KONG, CHINA",F,28,11/27/1996 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115543_Headshot_R_ DOO_Hoi_Kem.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115543_Headshot_R_ DOO_Hoi_Kem.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115543_Headshot_L_ DOO_Hoi_Kem.png
162,115546,LAM Siu Hang,Siu Hang,LAM,LAM Siu Hang,HKG,"Hong Kong, China",HKG,"Hong Kong, China",HKG,"HONG KONG, CHINA",M,28,12/14/1996 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115546_Headshot_R_LAM_Siu_Hang.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115546_Headshot_R_LAM_Siu_Hang.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115546_Headshot_L_LAM_Siu_Hang.png
163,115641,Hugo CALDERANO,Hugo,CALDERANO,CALDERANO Hugo,BRA,Brazil,BRA,Brazil,BRA,BRAZIL,M,29,06/22/1996 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115641_Headshot_R_CALDERANO_Hugo.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115641_Headshot_R_CALDERANO_Hugo.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115641_Headshot_L_CALDERANO_Hugo.png
164,115850,Aikaterini TOLIOU,Aikaterini,TOLIOU,TOLIOU Aikaterini,GRE,Greece,GRE,Greece,GRE,GREECE,F,30,08/21/1995 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115850_Headshot_R_TOLIOU_Aikaterini.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115850_Headshot_R_TOLIOU_Aikaterini.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115850_Headshot_L_TOLIOU_Aikaterini.png
165,115910,LIN Gaoyuan,Gaoyuan,LIN,LIN Gaoyuan,CHN,China,CHN,China,CHN,CHINA,M,30,03/19/1995 00:00:00,Left Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115910_Headshot_R_LIN_Gaoyuan.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115910_Headshot_R_LIN_Gaoyuan.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115910_Headshot_L_LIN_Gaoyuan.png
166,115920,Manika BATRA,Manika,BATRA,BATRA Manika,IND,India,IND,India,IND,INDIA,F,30,06/15/1995 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115920_Headshot_R_BATRA_Manika.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115920_Headshot_R_BATRA_Manika.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115920_Headshot_L_BATRA_Manika.png
167,115939,Reeth TENNISON,Reeth,TENNISON,TENNISON Reeth,IND,India,IND,India,IND,INDIA,F,30,04/27/1995 00:00:00,,,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/115939_Headshot_R_TENNISON_Reeth.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115939_Headshot_R_TENNISON_Reeth.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/115939_Headshot_L_TENNISON_Reeth.png
168,116021,Kanak JHA,Kanak,JHA,JHA Kanak,USA,USA,USA,USA,USA,USA,M,25,06/19/2000 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/116021_Headshot_R_Kanak JHA.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/116021_Headshot_R_Kanak JHA.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/116021_Headshot_L_Kanak JHA.png
169,116152,LAM Yee Lok,Yee Lok,LAM,LAM Yee Lok,HKG,"Hong Kong, China",HKG,"Hong Kong, China",HKG,"HONG KONG, CHINA",F,29,05/23/1996 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/116152_HEADSHOT_R_LAM_Yee Lok.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/116152_HEADSHOT_R_LAM_Yee Lok.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/116152_HEADSHOT_L_LAM_Yee Lok.png
170,116530,Kilian ORT,Kilian,ORT,ORT Kilian,GER,Germany,GER,Germany,GER,GERMANY,M,29,04/27/1996 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/116530_Headshot_R_ORT_Kilian.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/116530_Headshot_R_ORT_Kilian.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/116530_Headshot_L_ORT_Kilian.png
171,116532,Tomislav PUCAR,Tomislav,PUCAR,PUCAR Tomislav,CRO,Croatia,CRO,Croatia,CRO,CROATIA,M,29,01/26/1996 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/116532_Headshot_R_Tomislav PUCAR.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/116532_Headshot_R_Tomislav PUCAR.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/116532_Headshot_L_Tomislav PUCAR.png
172,116612,Can AKKUZU,Can,AKKUZU,AKKUZU Can,FRA,France,FRA,France,FRA,FRANCE,M,28,05/23/1997 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/116612_Headshot_R_AKKUZU_Can.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/116612_Headshot_R_AKKUZU_Can.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/116612_Headshot_L_AKKUZU_Can.png
173,116620,Benedikt DUDA,Benedikt,DUDA,DUDA Benedikt,GER,Germany,GER,Germany,GER,GERMANY,M,31,04/04/1994 00:00:00,Left Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/116620_Headshot_R_Benedikt DUDA.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/116620_Headshot_R_Benedikt DUDA.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/116620_Headshot_L_Benedikt DUDA.png
174,116680,Filip ZELJKO,Filip,ZELJKO,ZELJKO Filip,CRO,Croatia,CRO,Croatia,CRO,CROATIA,M,28,11/16/1996 00:00:00,Right Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/116680_Headshot_R_ ZELJKO_Filip.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/116680_Headshot_R_ ZELJKO_Filip.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/116680_Headshot_L_ ZELJKO_Filip.png
175,116723,Youssef ABDELAZIZ,Youssef,ABDELAZIZ,ABDELAZIZ Youssef,EGY,Egypt,EGY,Egypt,EGY,EGYPT,M,25,02/17/2000 00:00:00,Left Hand,Shakehand,,,,,,,,,,,,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/116723_HEADSHOT_R_ABDELAZIZ_Youssef.png,,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/116723_HEADSHOT_R_ABDELAZIZ_Youssef.png,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/1080px/116723_HEADSHOT_L_ABDELAZIZ_Youssef.png
