playerId,PlayerName,PlayerFamilyName,PlayerGivenName,PlayerFamilyNameFirst,Gender,Age,DOB,CountryName,CountryCode,NationalityName,NationalityCode,OrganizationName,OrganizationCode,Style,Grip,Hand,HeadShot,flagUrl
111514,Samuel GALVEZ,GALVEZ,Samuel,GALVEZ Samuel,M,33.0,10/25/1992 00:00:00,Dominican Republic,DOM,Dominican Republic,DOM,DOMINICAN REPUBLIC,DOM,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/do.svg
111517,Eva BRITO,BRITO,Eva,BRITO Eva,F,30.0,09/14/1995 00:00:00,Dominican Republic,DOM,Dominican Republic,DOM,DOMINICAN REPUBLIC,DOM,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111517_Headshot_R_Eva BRITO.png,https://flagcdn.com/do.svg
111628,YU Mengyu,YU,Mengyu,YU Mengyu,F,36.0,08/18/1989 00:00:00,Singapore,SGP,Singapore,SGP,SINGAPORE,SGP,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111628_Headshot_R_YU_Mengyu.png,https://flagcdn.com/sg.svg
111641,Harmeet DESAI,DESAI,Harmeet,DESAI Harmeet,M,32.0,07/19/1993 00:00:00,India,IND,India,IND,INDIA,IND,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111641_Headshot_R_DESAI_Harmeet.png,https://flagcdn.com/in.svg
111656,Dina MESHREF,MESHREF,Dina,MESHREF Dina,F,31.0,03/10/1994 00:00:00,Egypt,EGY,Egypt,EGY,EGYPT,EGY,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111656_HEADSHOT_R_MESHREF_Dina.png,https://flagcdn.com/eg.svg
111683,Gustavo GOMEZ,GOMEZ,Gustavo,GOMEZ Gustavo,M,31.0,02/28/1994 00:00:00,Chile,CHI,Chile,CHI,CHILE,CHI,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111683_HEADSHOT_R_GOMEZ_Gustavo.png,https://flagcdn.com/cl.svg
111772,Jie LI,LI,Jie,LI Jie,F,41.0,03/06/1984 00:00:00,Netherlands,NED,Netherlands,NED,NETHERLANDS,NED,Defender,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111772_HEADSHOT_R_LI_Jie.png,https://flagcdn.com/nl.svg
111790,Mojisola AJIBIKE,AJIBIKE,Mojisola,AJIBIKE Mojisola,F,34.0,02/10/1991 00:00:00,Nigeria,NGR,Nigeria,NGR,NIGERIA,NGR,Defender,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/ng.svg
111833,Suthasini SAWETTABUT,SAWETTABUT,Suthasini,SAWETTABUT Suthasini,F,30.0,12/09/1994 00:00:00,Thailand,THA,Thailand,THA,THAILAND,THA,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111833_Headshot_R_SAWETTABUT_Suthasini.png,https://flagcdn.com/th.svg
111849,Xiaona SHAN,SHAN,Xiaona,SHAN Xiaona,F,42.0,01/18/1983 00:00:00,Germany,GER,Germany,GER,GERMANY,GER,Attacker,Penhold,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111849_Headshot_R_SHAN_Xiaona.png,https://flagcdn.com/de.svg
111871,Olga VOROBEVA,VOROBEVA,Olga,VOROBEVA Olga,F,35.0,10/12/1990 00:00:00,AIN,AIN,AIN,AIN,AIN,AIN,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111871_Headshot_R_VOROBEVA_Olga.png,https://upload.wikimedia.org/wikipedia/commons/6/62/F1_white_flag.svg
111881,Yuan LIU,LIU,Yuan,LIU Yuan,F,40.0,09/07/1985 00:00:00,Austria,AUT,Austria,AUT,AUSTRIA,AUT,Attacker,Penhold,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111881_Headshot_R_LIU_Yuan.png,https://flagcdn.com/at.svg
111882,Qian LI,LI,Qian,LI Qian,F,39.0,07/30/1986 00:00:00,Poland,POL,Poland,POL,POLAND,POL,Defender,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111882_HEADSHOT_R_LI_Qian.png,https://flagcdn.com/pl.svg
111887,Mohamed SHOUMAN,SHOUMAN,Mohamed,SHOUMAN Mohamed,M,32.0,06/17/1993 00:00:00,Egypt,EGY,Egypt,EGY,EGYPT,EGY,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111887_HEADSHOT_R_SHOUMAN_Mohamed.png,https://flagcdn.com/eg.svg
111953,Maryam ABDULRAHEEM,ABDULRAHEEM,Maryam,ABDULRAHEEM Maryam,F,31.0,11/26/1993 00:00:00,Kuwait,KUW,Kuwait,KUW,KUWAIT,KUW,Attacker,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/kw.svg
111959,Khalid ASSAR,ASSAR,Khalid,ASSAR Khalid,M,32.0,12/10/1992 00:00:00,Egypt,EGY,Egypt,EGY,EGYPT,EGY,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/111959_Headshot_R_ASSAR_Khalid.png,https://flagcdn.com/eg.svg
111960,Kurt LINGEVELDT,LINGEVELDT,Kurt,LINGEVELDT Kurt,M,34.0,10/03/1991 00:00:00,South Africa,RSA,South Africa,RSA,SOUTH AFRICA,RSA,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/za.svg
111964,Khanyisile MADLALA,MADLALA,Khanyisile,MADLALA Khanyisile,F,32.0,03/17/1993 00:00:00,South Africa,RSA,South Africa,RSA,SOUTH AFRICA,RSA,Attacker,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/za.svg
112016,Anniesa BENSTRONG,BENSTRONG,Anniesa,BENSTRONG Anniesa,F,34.0,02/01/1991 00:00:00,Seychelles,SEY,Seychelles,SEY,SEYCHELLES,SEY,Attacker,Shakehand,Left,./imgs/women_headshot_default.svg,https://flagcdn.com/sc.svg
112019,CHEN Meng,CHEN,Meng,CHEN Meng,F,31.0,01/15/1994 00:00:00,China,CHN,China,CHN,CHINA,CHN,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/HEADSHOT_R_CHEN_Meng.png,https://flagcdn.com/cn.svg
112035,Nima ALAMIAN,ALAMIAN,Nima,ALAMIAN Nima,M,32.0,12/24/1992 00:00:00,Iran,IRI,Iran,IRI,I.R. Iran,IRI,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112035_Headshot_R_ALAMIAN_Nima.png,https://flagcdn.com/ir.svg
112054,Menwah ALSHAMMARI,ALSHAMMARI,Menwah,ALSHAMMARI Menwah,F,35.0,11/17/1989 00:00:00,Kuwait,KUW,Kuwait,KUW,KUWAIT,KUW,Attacker,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/kw.svg
112062,Simon GAUZY,GAUZY,Simon,GAUZY Simon,M,31.0,10/25/1994 00:00:00,France,FRA,France,FRA,FRANCE,FRA,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112062_Headshot_R_GAUZY_Simon.png,https://flagcdn.com/fr.svg
112073,Viktor BRODD,BRODD,Viktor,BRODD Viktor,M,35.0,07/11/1990 00:00:00,Sweden,SWE,Sweden,SWE,SWEDEN,SWE,Attacker,Shakehand,Left,./imgs/men_headshot_default.svg,https://flagcdn.com/se.svg
112074,Mattias FALCK,FALCK,Mattias,FALCK Mattias,M,34.0,09/07/1991 00:00:00,Sweden,SWE,Sweden,SWE,SWEDEN,SWE,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112074_Headshot_R_Mattias FALCK.png,https://flagcdn.com/se.svg
112075,Hampus SODERLUND,SODERLUND,Hampus,SODERLUND Hampus,M,31.0,01/14/1994 00:00:00,Sweden,SWE,Sweden,SWE,SWEDEN,SWE,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/se.svg
112086,Danisha PATEL,PATEL,Danisha,PATEL Danisha,F,32.0,12/31/1992 00:00:00,South Africa,RSA,South Africa,RSA,SOUTH AFRICA,RSA,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112086_Headshot_R_PATEL_Danisha.png,https://flagcdn.com/za.svg
112092,Quadri ARUNA,ARUNA,Quadri,ARUNA Quadri,M,37.0,08/09/1988 00:00:00,Nigeria,NGR,Nigeria,NGR,NIGERIA,NGR,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112092_HEADSHOT_R_QUADRI_Aruna.png,https://flagcdn.com/ng.svg
112121,Jorge CAMPOS,CAMPOS,Jorge,CAMPOS Jorge,M,34.0,09/19/1991 00:00:00,Cuba,CUB,Cuba,CUB,CUBA,CUB,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112121_HEADSHOT_R_CAMPOS_Jorge.png,https://flagcdn.com/cu.svg
112125,Isaac VILA,VILA,Isaac,VILA Isaac,M,29.0,08/22/1996 00:00:00,Dominican Republic,DOM,Dominican Republic,DOM,DOMINICAN REPUBLIC,DOM,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/do.svg
112144,Roxy GONZALEZ,GONZALEZ,Roxy,GONZALEZ Roxy,F,33.0,07/15/1992 00:00:00,Venezuela,VEN,Venezuela,VEN,VENEZUELA,VEN,Attacker,Shakehand,Left,./imgs/women_headshot_default.svg,https://flagcdn.com/ve.svg
112176,Danilo TOMA,TOMA,Danilo,TOMA Danilo,M,33.0,10/23/1992 00:00:00,Brazil,BRA,Brazil,BRA,BRAZIL,BRA,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/br.svg
112221,Lily ZHANG,ZHANG,Lily,ZHANG Lily,F,29.0,06/16/1996 00:00:00,USA,USA,USA,USA,USA,USA,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112221_HEADSHOT_R_ZHANG_Lily.png,https://flagcdn.com/us.svg
112249,Nadeen ELDAWLATLY,ELDAWLATLY,Nadeen,ELDAWLATLY Nadeen,F,32.0,06/22/1993 00:00:00,Egypt,EGY,Egypt,EGY,EGYPT,EGY,Attacker,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/eg.svg
112261,Zokhid KENJAEV,KENJAEV,Zokhid,KENJAEV Zokhid,M,33.0,03/30/1992 00:00:00,Uzbekistan,UZB,Uzbekistan,UZB,UZBEKISTAN,UZB,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/uz.svg
112280,Sarah DE NUTTE,DE NUTTE,Sarah,DE NUTTE Sarah,F,32.0,11/21/1992 00:00:00,Luxembourg,LUX,Luxembourg,LUX,LUXEMBOURG,LUX,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112280_Headshot_R_Sarah_DE NUTTE.png,https://flagcdn.com/lu.svg
112284,David MCBEATH,MCBEATH,David,MCBEATH David,M,33.0,03/15/1992 00:00:00,England,ENG,England,ENG,ENGLAND,ENG,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112284_Headshot_R_MCBEATH_David.png,https://flagcdn.com/gb-eng.svg
112302,Talgat SAGYNDYKOV,SAGYNDYKOV,Talgat,SAGYNDYKOV Talgat,M,35.0,12/12/1989 00:00:00,Kyrgyzstan,KGZ,Kyrgyzstan,KGZ,KYRGYZSTAN,KGZ,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/kg.svg
112321,Gulchekhra KHUSSEINOVA,KHUSSEINOVA,Gulchekhra,KHUSSEINOVA Gulchekhra,F,32.0,11/17/1992 00:00:00,Kazakhstan,KAZ,Kazakhstan,KAZ,KAZAKHSTAN,KAZ,Attacker,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/kz.svg
112356,Stephanie LOEUILLETTE,LOEUILLETTE,Stephanie,LOEUILLETTE Stephanie,F,33.0,07/27/1992 00:00:00,France,FRA,France,FRA,FRANCE,FRA,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112356_Headshot_R_LOEUILLETTE_Stephanie.png,https://flagcdn.com/fr.svg
112361,Michael TAUBER,TAUBER,Michael,TAUBER Michael,M,32.0,05/09/1993 00:00:00,Israel,ISR,Israel,ISR,ISRAEL,ISR,Attacker,Shakehand,Left,./imgs/men_headshot_default.svg,https://flagcdn.com/il.svg
112367,Mishel LEVINSKI,LEVINSKI,Mishel,LEVINSKI Mishel,M,30.0,03/19/1995 00:00:00,USA,USA,USA,USA,USA,USA,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112367_Headshot_R_LEVINSKI_Mishel (NEW).png,https://flagcdn.com/us.svg
112368,YANG Ha Eun,YANG,Ha Eun,YANG Ha Eun,F,31.0,02/25/1994 00:00:00,Korea Republic,KOR,Korea Republic,KOR,KOREA REPUBLIC,KOR,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112368_HEADSHOT_R_YANG_Ha Eun.png,https://flagcdn.com/kr.svg
112409,Jonathan GROTH,GROTH,Jonathan,GROTH Jonathan,M,33.0,11/09/1992 00:00:00,Denmark,DEN,Denmark,DEN,DENMARK,DEN,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112409_Headshot_R_GROTH_Jonathan.png,https://flagcdn.com/dk.svg
112427,Agnieszka MALUSZCZAK,MALUSZCZAK,Agnieszka,MALUSZCZAK Agnieszka,F,36.0,03/18/1989 00:00:00,Poland,POL,Poland,POL,USA,USA,Attacker,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/us.svg
112442,Liam PITCHFORD,PITCHFORD,Liam,PITCHFORD Liam,M,32.0,07/12/1993 00:00:00,England,ENG,England,ENG,ENGLAND,ENG,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112442_HEADSHOT_R_PITCHFORD_Liam.png,https://flagcdn.com/gb-eng.svg
112446,Antoine HACHARD,HACHARD,Antoine,HACHARD Antoine,M,31.0,03/06/1994 00:00:00,France,FRA,France,FRA,FRANCE,FRA,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/fr.svg
112451,Filip CIPIN,CIPIN,Filip,CIPIN Filip,M,32.0,04/17/1993 00:00:00,Croatia,CRO,Croatia,CRO,CROATIA,CRO,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112451_Headshot_R_CIPIN_Filip.png,https://flagcdn.com/hr.svg
112453,Mateja JEGER,JEGER,Mateja,JEGER Mateja,F,30.0,01/13/1995 00:00:00,Croatia,CRO,Croatia,CRO,CROATIA,CRO,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112453_Headshot_R_JEGER_Mateja.png,https://flagcdn.com/hr.svg
112462,Daniely RIOS,RIOS,Daniely,RIOS Daniely,F,29.0,04/29/1996 00:00:00,Puerto Rico,PUR,Puerto Rico,PUR,PUERTO RICO,PUR,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112462_Headshot_R_RIOS_Daniely.png,https://flagcdn.com/pr.svg
112463,Melanie DIAZ,DIAZ,Melanie,DIAZ Melanie,F,29.0,05/07/1996 00:00:00,Puerto Rico,PUR,Puerto Rico,PUR,PUERTO RICO,PUR,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112463_Headshot_R_DIAZ_Melanie.png,https://flagcdn.com/pr.svg
112580,Masataka MORIZONO,MORIZONO,Masataka,MORIZONO Masataka,M,30.0,04/05/1995 00:00:00,Japan,JPN,Japan,JPN,JAPAN,JPN,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112580_Headshot_R_MORIZONO_Masataka.png,https://flagcdn.com/jp.svg
112591,Carolyn LI,LI,Carolyn,LI Carolyn,F,31.0,03/28/1994 00:00:00,Fiji,FIJ,Fiji,FIJ,FIJI,FIJ,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112591_Headshot_R_LI_Carolyn.png,https://flagcdn.com/fj.svg
112599,YEH Chih-Wei,YEH,Chih-Wei,YEH Chih-Wei,M,35.0,02/08/1990 00:00:00,Chinese Taipei,TPE,Chinese Taipei,TPE,CHINESE TAIPEI,TPE,Attacker,Shakehand,Left,./imgs/men_headshot_default.svg,https://flagcdn.com/tw.svg
112619,Anais PAUL,PAUL,Anais,PAUL Anais,F,34.0,11/19/1990 00:00:00,New Caledonia,NCL,New Caledonia,NCL,NEW CALEDONIA,NCL,Attacker,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/nc.svg
112620,WONG Chun Ting,WONG,Chun Ting,WONG Chun Ting,M,34.0,09/07/1991 00:00:00,"Hong Kong, China",HKG,"Hong Kong, China",HKG,"HONG KONG, CHINA",HKG,Attacker,Penhold,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112620_HEADSHOT_R_WONG_Chun Ting.png,https://flagcdn.com/hk.svg
112633,Maryam SAMET,SAMET,Maryam,SAMET Maryam,F,35.0,11/25/1989 00:00:00,Iran,IRI,Iran,IRI,I.R. Iran,IRI,Attacker,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/ir.svg
112639,Brian CHAMBOKO,CHAMBOKO,Brian,CHAMBOKO Brian,M,40.0,08/30/1985 00:00:00,Zimbabwe,ZIM,Zimbabwe,ZIM,ZIMBABWE,ZIM,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/zw.svg
112642,Derek ABREFA,ABREFA,Derek,ABREFA Derek,M,33.0,02/15/1992 00:00:00,Ghana,GHA,Ghana,GHA,GHANA,GHA,,,,./imgs/men_headshot_default.svg,https://flagcdn.com/gh.svg
112647,Ronald NYAIKA,NYAIKA,Ronald,NYAIKA Ronald,M,36.0,04/04/1989 00:00:00,Uganda,UGA,Uganda,UGA,UGANDA,UGA,,,,./imgs/men_headshot_default.svg,https://flagcdn.com/ug.svg
112735,Yang WANG,WANG,Yang,WANG Yang,M,31.0,09/24/1994 00:00:00,Slovak Republic,SVK,Slovak Republic,SVK,SLOVAK REPUBLIC,SVK,Defender,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112735_Headshot_R_WANG_Yang.png,https://flagcdn.com/sk.svg
112866,Polina DOBREVA,DOBREVA,Polina,DOBREVA Polina,F,33.0,01/24/1992 00:00:00,Bulgaria,BUL,Bulgaria,BUL,BULGARIA,BUL,Attacker,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/bg.svg
112868,Xiaoxin YANG,YANG,Xiaoxin,YANG Xiaoxin,F,37.0,01/08/1988 00:00:00,Monaco,MON,Monaco,MON,MONACO,MON,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112868_Headshot_R_YANG_Xiaoxin.png,https://flagcdn.com/mc.svg
112897,Ira BOKOCKOU,BOKOCKOU,Ira,BOKOCKOU Ira,F,34.0,05/16/1991 00:00:00,Congo Brazzaville,CGO,Congo Brazzaville,CGO,CONGO BRAZZAVILLE,CGO,Attacker,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/cg.svg
112900,Thomie MOSSEMBA,MOSSEMBA,Thomie,MOSSEMBA Thomie,F,25.0,04/04/2000 00:00:00,Congo Brazzaville,CGO,Congo Brazzaville,CGO,CONGO BRAZZAVILLE,CGO,,,,./imgs/women_headshot_default.svg,https://flagcdn.com/cg.svg
112944,Sibel ALTINKAYA,ALTINKAYA,Sibel,ALTINKAYA Sibel,F,32.0,02/01/1993 00:00:00,Türkiye,TUR,Türkiye,TUR,TÜRKIYE,TUR,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/112944_Headshot_R_ALTINKAYA_Sibel.png,https://flagcdn.com/tr.svg
112950,Denislav KODJABASHEV,KODJABASHEV,Denislav,KODJABASHEV Denislav,M,32.0,11/18/1992 00:00:00,Bulgaria,BUL,Bulgaria,BUL,BULGARIA,BUL,Attacker,Shakehand,Left,./imgs/men_headshot_default.svg,https://flagcdn.com/bg.svg
112952,Teodor ALEXANDROV,ALEXANDROV,Teodor,ALEXANDROV Teodor,M,33.0,08/20/1992 00:00:00,Bulgaria,BUL,Bulgaria,BUL,BULGARIA,BUL,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/bg.svg
112956,Amelia NIKOLOV,NIKOLOV,Amelia,NIKOLOV Amelia,F,32.0,10/31/1993 00:00:00,North Macedonia,MKD,North Macedonia,MKD,NORTH MACEDONIA,MKD,Attacker,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/mk.svg
113136,Jannika OKSANEN,OKSANEN,Jannika,OKSANEN Jannika,F,32.0,06/18/1993 00:00:00,Finland,FIN,Finland,FIN,FINLAND,FIN,Attacker,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/fi.svg
113165,Lei KOU,KOU,Lei,KOU Lei,M,37.0,11/20/1987 00:00:00,Ukraine,UKR,Ukraine,UKR,UKRAINE,UKR,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113165_Headshot_R_KOU_Lei.png,https://flagcdn.com/ua.svg
113197,Aia MOHAMED,MOHAMED,Aia,MOHAMED Aia,F,31.0,08/01/1994 00:00:00,Qatar,QAT,Qatar,QAT,QATAR,QAT,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113197_Headshot_R_MOHAMED_Aia.png,https://flagcdn.com/qa.svg
113232,Connie SIFI,SIFI,Connie,SIFI Connie,F,39.0,10/04/1986 00:00:00,Solomon Islands,SOL,Solomon Islands,SOL,SOLOMON ISLANDS,SOL,Attacker,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/sb.svg
113235,Gary NUOPULA,NUOPULA,Gary,NUOPULA Gary,M,34.0,12/13/1990 00:00:00,Solomon Islands,SOL,Solomon Islands,SOL,SOLOMON ISLANDS,SOL,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/sb.svg
113243,Pavel SIRUCEK,SIRUCEK,Pavel,SIRUCEK Pavel,M,32.0,11/20/1992 00:00:00,Czechia,CZE,Czechia,CZE,CZECH REPUBLIC,CZE,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113243_Headshot_R_SIRUCEK_Pavel.png,https://flagcdn.com/cz.svg
113300,LIU Hsing-Yin,LIU,Hsing-Yin,LIU Hsing-Yin,F,38.0,10/09/1987 00:00:00,Chinese Taipei,TPE,Chinese Taipei,TPE,CHINESE TAIPEI,TPE,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113300_Headshot_R_LIU_Hsing-Yin.png,https://flagcdn.com/tw.svg
113309,Yadira SILVA,SILVA,Yadira,SILVA Yadira,F,39.0,12/24/1985 00:00:00,Mexico,MEX,Mexico,MEX,MEXICO,MEX,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113309_Headshot_R_SILVA_Yadira.png,https://flagcdn.com/mx.svg
113317,Robin DEVOS,DEVOS,Robin,DEVOS Robin,M,31.0,04/17/1994 00:00:00,Belgium,BEL,Belgium,BEL,BELGIUM,BEL,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113317_Headshot_R_DEVOS_Robin.png,https://flagcdn.com/be.svg
113329,Tamas LAKATOS,LAKATOS,Tamas,LAKATOS Tamas,M,30.0,08/12/1995 00:00:00,Hungary,HUN,Hungary,HUN,Hungary,HUN,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113329_HEADSHOT_R_LAKATOS_Tamas.png,https://flagcdn.com/hu.svg
113336,KIM Donghyun,KIM,Donghyun,KIM Donghyun,M,31.0,11/10/1994 00:00:00,Korea Republic,KOR,Korea Republic,KOR,KOREA REPUBLIC,KOR,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/kr.svg
113350,Kristyna MIKULCOVA,MIKULCOVA,Kristyna,MIKULCOVA Kristyna,F,33.0,06/18/1992 00:00:00,Czechia,CZE,Czechia,CZE,CZECH REPUBLIC,CZE,Attacker,Shakehand,Left,./imgs/women_headshot_default.svg,https://flagcdn.com/cz.svg
113351,Richard PIETRI,PIETRI,Richard,PIETRI Richard,M,32.0,07/30/1993 00:00:00,Puerto Rico,PUR,Puerto Rico,PUR,PUERTO RICO,PUR,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/pr.svg
113363,Mercedes NAGYVARADI,NAGYVARADI,Mercedes,NAGYVARADI Mercedes,F,31.0,05/18/1994 00:00:00,Hungary,HUN,Hungary,HUN,Hungary,HUN,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113363_Headshot_R_NAGYVARADI_Mercedes.png,https://flagcdn.com/hu.svg
113373,Sewar ABUYAMAN,ABUYAMAN,Sewar,ABUYAMAN Sewar,F,30.0,03/30/1995 00:00:00,Jordan,JOR,Jordan,JOR,JORDAN,JOR,Attacker,Shakehand,Right,./imgs/women_headshot_default.svg,https://flagcdn.com/jo.svg
113376,Ali ALKHADRAWI,ALKHADRAWI,Ali,ALKHADRAWI Ali,M,28.0,05/31/1997 00:00:00,Saudi Arabia,KSA,Saudi Arabia,KSA,SAUDI ARABIA,KSA,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113376_HEADSHOT_R_ALKHADRAWI_Ali.png,https://flagcdn.com/sa.svg
113392,BAEK Kwangil,BAEK,Kwangil,BAEK Kwangil,M,32.0,07/01/1993 00:00:00,Korea Republic,KOR,Korea Republic,KOR,KOREA REPUBLIC,KOR,Attacker,Shakehand,Right,./imgs/men_headshot_default.svg,https://flagcdn.com/kr.svg
113395,CHEW Clarence,CHEW,Clarence,CHEW Clarence,M,29.0,12/27/1995 00:00:00,Singapore,SGP,Singapore,SGP,SINGAPORE,SGP,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113395_Headshot_R_CHEW_Clarence.png,https://flagcdn.com/sg.svg
113418,Luca KUMAHARA,KUMAHARA,Luca,KUMAHARA Luca,F,30.0,07/27/1995 00:00:00,Brazil,BRA,Brazil,BRA,BRAZIL,BRA,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/113418_Headshot_R_KUMAHARA_Caroline.png,https://flagcdn.com/br.svg
113419,Eric JOUTI,JOUTI,Eric,JOUTI Eric,M,31.0,04/26/1994 00:00:00,Brazil,BRA,Brazil,BRA,BRAZIL,BRA,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/JOUTI-Eric_R.png,https://flagcdn.com/br.svg
113433,Manuel MOYA,MOYA,Manuel,MOYA Manuel,M,32.0,10/30/1993 00:00:00,Chile,CHI,Chile,CHI,CHILE,CHI,Attacker,Shakehand,Left,./imgs/men_headshot_default.svg,https://flagcdn.com/cl.svg
